"","x"
"200074_s_at",0.996083161231819
"200075_s_at",0.997230185443885
"200076_s_at",1.00126566309865
"200077_s_at",0.994465246747815
"200078_s_at",1.01976677265346
"200079_s_at",0.985476541102603
"200080_s_at",1.0007003229976
"200081_s_at",0.998154636997122
"200082_s_at",0.998246655565312
"200083_at",1.0025559656895
"200084_at",0.995027806014523
"200085_s_at",1.01469779601677
"200086_s_at",0.998902243001595
"200087_s_at",0.992342636458435
"200088_x_at",1.00627830905928
"200089_s_at",1.00640959819048
"200090_at",1.0036269478091
"200091_s_at",1.00543086602199
"200092_s_at",1.00234402478543
"200093_s_at",0.998480789107469
"200094_s_at",0.99751062908074
"200095_x_at",0.999091607968494
"200096_s_at",1.00103925394553
"200097_s_at",1.00659931109567
"200098_s_at",0.994611253298753
"200099_s_at",1.00096474843098
"200593_s_at",0.9763374339801
"200594_x_at",0.992495121067177
"200595_s_at",1.00683530639685
"200596_s_at",1.00269576199027
"200597_at",1.00768093788111
"200598_s_at",1.01720998211734
"200599_s_at",1.00365001416834
"200600_at",0.987485038433399
"200601_at",0.999096378031162
"200602_at",0.997602505499354
"200603_at",0.99372258672946
"200604_s_at",0.983031914931383
"200605_s_at",1.00094597316739
"200606_at",1.03059961065569
"200607_s_at",0.956924317907883
"200608_s_at",0.97145142152408
"200609_s_at",1.00085007783843
"200610_s_at",0.997947315438213
"200611_s_at",1.00458655239851
"200612_s_at",0.976078199098201
"200613_at",0.991548949846985
"200614_at",0.998481223173519
"200615_s_at",0.986973045550957
"200616_s_at",1.00678168412001
"200617_at",1.01533054655088
"200618_at",0.993966537393891
"200619_at",0.994583828993187
"200620_at",0.998055742785845
"200621_at",1.01123476914207
"200622_x_at",0.994010851343796
"200623_s_at",0.962848170119203
"200624_s_at",0.987605493339269
"200625_s_at",0.998334129235126
"200626_s_at",0.996742162667585
"200627_at",0.991254091532076
"200628_s_at",1.01232588978701
"200629_at",1.01410302168065
"200630_x_at",0.997996270627575
"200631_s_at",1.00444280223437
"200632_s_at",1.01887950446282
"200633_at",0.995817291742639
"200634_at",0.991619382799182
"200635_s_at",0.981057000340495
"200636_s_at",0.981817727136162
"200637_s_at",0.963353726053151
"200638_s_at",0.994688507132922
"200639_s_at",0.990205056625614
"200640_at",1.00479247691864
"200641_s_at",0.991320080387342
"200642_at",0.98650188881063
"200643_at",0.990269805075983
"200644_at",1.02902179777012
"200645_at",1.00474972487278
"200646_s_at",0.983808488157401
"200647_x_at",1.00196191588468
"200648_s_at",1.0088899006186
"200649_at",0.997995429762177
"200650_s_at",0.991686317057679
"200651_at",1.00603152047124
"200652_at",1.00679952899502
"200653_s_at",0.986565222635524
"200654_at",1.01245433502296
"200655_s_at",0.979988099812568
"200656_s_at",0.996362030140363
"200657_at",0.99860826715683
"200658_s_at",0.9953192098748
"200659_s_at",0.998352019633533
"200660_at",1.01051066736089
"200661_at",1.00882968045034
"200662_s_at",1.01778953204985
"200663_at",1.00367199755538
"200664_s_at",0.980728467996777
"200665_s_at",1.03184330854781
"200666_s_at",1.0153000959286
"200667_at",1.00540125182598
"200668_s_at",0.995816420503351
"200669_s_at",0.992388956854488
"200670_at",0.997206710316387
"200671_s_at",1.00539497611534
"200672_x_at",0.991646677953483
"200673_at",0.997667221968137
"200674_s_at",1.00336853003327
"200675_at",0.990032700655107
"200676_s_at",1.01041441084215
"200677_at",0.9968504754558
"200678_x_at",1.02245598647791
"200679_x_at",0.992141167063022
"200680_x_at",0.994738057109059
"200681_at",0.996111402691609
"200682_s_at",0.994881357644488
"200683_s_at",1.00020394948022
"200684_s_at",1.00802750792097
"200685_at",1.0563047627307
"200686_s_at",1.00303820143674
"200687_s_at",0.971844533211872
"200688_at",0.990857104487268
"200689_x_at",1.00359423709085
"200690_at",0.998294647483561
"200691_s_at",0.990537794253249
"200692_s_at",0.988086145096446
"200693_at",0.992051619587773
"200694_s_at",1.00809108985581
"200695_at",0.990213821098954
"200696_s_at",1.04246002990397
"200697_at",0.99041576101243
"200698_at",0.996410422406285
"200699_at",1.0033332717598
"200700_s_at",1.00680268280579
"200701_at",1.01648789523433
"200702_s_at",1.01502772823913
"200703_at",1.0067156674931
"200704_at",1.02638160196835
"200705_s_at",1.00115397942228
"200706_s_at",1.01014464295593
"200707_at",0.983536051135214
"200708_at",0.991907278153469
"200709_at",0.993551925637077
"200710_at",1.00681683472093
"200711_s_at",1.00878768111799
"200712_s_at",0.982511362344927
"200713_s_at",1.00316659894105
"200714_x_at",1.0130379110186
"200715_x_at",0.997226317748237
"200716_x_at",1.00024234348045
"200717_x_at",1.00216875035027
"200718_s_at",0.998263369917371
"200719_at",1.00326565826441
"200720_s_at",0.99994385019708
"200721_s_at",0.990352355475216
"200722_s_at",0.981686382038844
"200723_s_at",1.00166679534901
"200724_at",1.02160799859629
"200725_x_at",1.00028889549467
"200726_at",0.998936512877641
"200727_s_at",0.982979797022845
"200728_at",0.994210498238641
"200729_s_at",0.978731174075906
"200730_s_at",0.976719188023532
"200731_s_at",1.0039627994486
"200732_s_at",1.02376793354114
"200733_s_at",0.988669586524581
"200734_s_at",0.995277636621185
"200735_x_at",1.00406619481349
"200736_s_at",1.00638142583165
"200737_at",0.992514395020778
"200738_s_at",0.994698201320937
"200739_s_at",0.96781355970256
"200740_s_at",0.991933322278313
"200741_s_at",1.00138810031775
"200742_s_at",1.00050084713954
"200743_s_at",0.998210033418558
"200744_s_at",0.986489606102097
"200745_s_at",0.985405729350976
"200746_s_at",0.99730670636048
"200747_s_at",0.976433052341496
"200748_s_at",1.01037257381062
"200749_at",1.01231818175236
"200750_s_at",0.994412745375607
"200751_s_at",0.959718208191417
"200752_s_at",0.984073738251971
"200753_x_at",1.00676351688298
"200754_x_at",1.0172228760881
"200755_s_at",0.987424428377909
"200756_x_at",0.973673299029529
"200757_s_at",0.994085272129989
"200758_s_at",1.0057204932011
"200759_x_at",1.0031440912311
"200760_s_at",0.95899778638856
"200761_s_at",0.971105166645177
"200762_at",1.02464422926694
"200763_s_at",1.00206934836792
"200764_s_at",0.997896410855281
"200765_x_at",1.00264126934461
"200766_at",0.981800000402317
"200767_s_at",0.976158106070572
"200768_s_at",1.0096788654395
"200769_s_at",0.980544323295215
"200770_s_at",1.01493463088483
"200771_at",1.01375106180673
"200772_x_at",1.00016625893081
"200773_x_at",1.00027898087604
"200774_at",0.990548779557
"200775_s_at",0.993436767143518
"200776_s_at",1.0119561955008
"200777_s_at",1.01248215637556
"200778_s_at",0.991456623571978
"200779_at",0.985355853264979
"200780_x_at",1.00832104165935
"200781_s_at",0.999662295973106
"200782_at",1.0093286436202
"200783_s_at",0.980723043765555
"200784_s_at",1.01556150024626
"200785_s_at",1.02632305814309
"200786_at",0.985895580225881
"200787_s_at",0.998147378744637
"200788_s_at",1.01043810392933
"200789_at",1.02164498172646
"200790_at",1.00299751246446
"200791_s_at",0.987607360403636
"200792_at",0.991979570876383
"200793_s_at",0.999706851307165
"200794_x_at",0.999807923816585
"200795_at",1.00548492682311
"200796_s_at",0.996938711110062
"200797_s_at",1.00575985366689
"200798_x_at",0.995918384147372
"200799_at",1.04477421236391
"200800_s_at",1.05042091208582
"200801_x_at",0.997098682464216
"200802_at",0.988149990663055
"200803_s_at",0.996111028577072
"200804_at",1.0025000556738
"200805_at",1.00045441490826
"200806_s_at",0.994809908470872
"200807_s_at",0.996585490064968
"200808_s_at",1.00148446085099
"200809_x_at",1.00661353444621
"200810_s_at",1.00298101191627
"200811_at",0.998671946866552
"200812_at",0.987215999077455
"200813_s_at",1.00381608437289
"200814_at",1.01146096734156
"200815_s_at",0.975992345527211
"200816_s_at",0.99066994639006
"200817_x_at",1.0001474083135
"200818_at",0.992611737734406
"200819_s_at",0.997566840060865
"200820_at",1.00104252995484
"200821_at",0.988960021339305
"200822_x_at",0.990458356243767
"200823_x_at",1.00424198195202
"200824_at",0.996517074859748
"200825_s_at",0.996467616405851
"200826_at",0.997996872825331
"200827_at",0.970990104746425
"200828_s_at",1.0119712451907
"200829_x_at",1.00576233311027
"200830_at",0.99020613702178
"200831_s_at",1.00341183377841
"200832_s_at",1.01653413085925
"200833_s_at",1.00774754784106
"200834_s_at",0.998165286166314
"200835_s_at",1.00534558518182
"200836_s_at",0.995005716422185
"200837_at",0.984188917567787
"200838_at",0.99020026681509
"200839_s_at",1.00526512355268
"200840_at",0.990795259320353
"200841_s_at",0.964205841505289
"200842_s_at",0.986100322594518
"200843_s_at",0.996646912972552
"200844_s_at",1.00597905545513
"200845_s_at",1.00339673940962
"200846_s_at",0.998648089020808
"200847_s_at",0.992321934554781
"200848_at",0.995105188398155
"200849_s_at",0.994214296924909
"200850_s_at",0.989710288054549
"200851_s_at",0.9988207278205
"200852_x_at",1.00023033721985
"200853_at",0.995162493967319
"200854_at",0.953143433973748
"200855_at",1.00098093145023
"200856_x_at",0.97791242056285
"200857_s_at",0.97947755036725
"200858_s_at",1.00244083921576
"200859_x_at",1.01389308572263
"200860_s_at",0.98824643737905
"200861_at",0.980780994192577
"200862_at",1.00477459754359
"200863_s_at",0.99632715069473
"200864_s_at",0.996333064623484
"200865_at",0.997879043922078
"200866_s_at",1.00882140176163
"200867_at",1.01075302354251
"200868_s_at",0.988759915628658
"200869_at",1.00431405692701
"200870_at",0.99843121204322
"200871_s_at",1.0122789411006
"200872_at",1.01742310364802
"200873_s_at",0.996740878749145
"200874_s_at",1.01663958497861
"200875_s_at",1.00655372583903
"200876_s_at",0.996706045154237
"200877_at",0.993136839630918
"200878_at",1.02196443423201
"200879_s_at",1.00785548532921
"200880_at",0.992062605156575
"200881_s_at",0.992457890895909
"200882_s_at",0.989515935380425
"200883_at",0.977003338124988
"200884_at",1.00463568875643
"200885_at",1.02229543968114
"200886_s_at",0.995707567736163
"200887_s_at",0.998063746844736
"200888_s_at",1.00091479697037
"200889_s_at",0.997394880482019
"200890_s_at",0.999685794479943
"200891_s_at",1.00175215854281
"200892_s_at",1.02036584219532
"200893_at",1.02410462701038
"200894_s_at",0.974741551360787
"200895_s_at",0.994190655419547
"200896_x_at",0.986376611186645
"200897_s_at",0.989054618169796
"200898_s_at",0.968643018706807
"200899_s_at",0.947075781723984
"200900_s_at",0.992699046315989
"200901_s_at",1.00254286121071
"200902_at",1.00487862437894
"200903_s_at",1.00778714722767
"200904_at",1.01818154707967
"200905_x_at",1.02599919009696
"200906_s_at",1.00360601313748
"200907_s_at",1.00521042616538
"200908_s_at",1.0326234969179
"200909_s_at",1.00561259596567
"200910_at",0.99227325266926
"200911_s_at",1.00174270059897
"200912_s_at",1.01916984742416
"200913_at",0.999921370719911
"200914_x_at",0.998388512933419
"200915_x_at",0.9927478944681
"200916_at",0.997681074498413
"200917_s_at",1.00034570151996
"200918_s_at",1.01836403440922
"200919_at",1.0192671060396
"200920_s_at",0.98643716774785
"200921_s_at",0.979465536474981
"200922_at",0.985919992419299
"200923_at",1.01784534169692
"200924_s_at",1.00270450185705
"200925_at",1.00203348305533
"200926_at",0.999129616526442
"200927_s_at",0.990341406756016
"200928_s_at",1.01994489825434
"200929_at",0.994046258740534
"200930_s_at",1.01147865605328
"200931_s_at",1.00852516555947
"200932_s_at",0.984950746412912
"200933_x_at",0.999100294302425
"200934_at",1.00027557851138
"200935_at",0.967861873075448
"200936_at",0.995737746277848
"200937_s_at",0.99766629487735
"200938_s_at",1.00338303137181
"200939_s_at",0.986846659814679
"200940_s_at",1.01150499949737
"200941_at",1.01496499567738
"200942_s_at",0.994418962383603
"200943_at",0.995665753997815
"200944_s_at",0.996243238075975
"200945_s_at",0.995378253421347
"200946_x_at",1.00263545251125
"200947_s_at",0.984486791066755
"200948_at",0.993292569555029
"200949_x_at",0.996775923392361
"200950_at",0.989724970534163
"200951_s_at",1.00934237820392
"200952_s_at",0.991379368498619
"200953_s_at",1.02986481640221
"200954_at",0.991702263995083
"200955_at",1.01423100455679
"200956_s_at",0.995782443059133
"200957_s_at",0.990602376278481
"200958_s_at",1.00116318161551
"200959_at",1.0096417747683
"200960_x_at",0.99357783346492
"200961_at",0.981906976721714
"200962_at",0.981352971377845
"200963_x_at",1.00456021361224
"200964_at",0.991384268790422
"200965_s_at",0.977187869747777
"200966_x_at",0.999627179336158
"200967_at",1.00004336600247
"200968_s_at",1.0074130705438
"200969_at",1.01383052188524
"200970_s_at",1.01265733264542
"200971_s_at",0.994401730015704
"200972_at",1.00956007020886
"200973_s_at",1.02018549235463
"200974_at",1.11981851967193
"200975_at",0.995253380242731
"200976_s_at",1.02190946750967
"200977_s_at",1.01040631364773
"200978_at",1.00189228506106
"200979_at",1.00397032374797
"200980_s_at",0.988741289566595
"200981_x_at",1.00886467002919
"200982_s_at",1.0072930669833
"200983_x_at",1.03130366525233
"200984_s_at",1.02623573474995
"200985_s_at",1.04084038808516
"200986_at",1.02351371851145
"200987_x_at",1.00172637903371
"200988_s_at",0.999705022489908
"200989_at",1.011306484179
"200990_at",0.993274170375374
"200991_s_at",0.988291536565713
"200992_at",1.00620504297829
"200993_at",1.01528744711634
"200994_at",1.00555483719416
"200995_at",1.00904671996692
"200996_at",0.990294065316856
"200997_at",1.008857936922
"200998_s_at",1.02360804096068
"200999_s_at",1.01215853717852
"201000_at",0.977939337572112
"201001_s_at",0.992898186503538
"201002_s_at",0.990225787085708
"201003_x_at",0.983275334548432
"201004_at",1.00542251320653
"201005_at",1.0295315421998
"201006_at",1.00686476257169
"201007_at",1.01289185505409
"201008_s_at",0.936940803671943
"201009_s_at",0.971991122577813
"201010_s_at",0.970167756962498
"201011_at",0.99863649481731
"201012_at",0.990316839575804
"201013_s_at",0.987349920415756
"201014_s_at",0.9734761980341
"201015_s_at",1.03995564133711
"201016_at",0.977820818636733
"201017_at",1.00551780645906
"201018_at",1.04159256202573
"201019_s_at",0.980940488388903
"201020_at",0.99996431646402
"201021_s_at",1.00229254832272
"201022_s_at",1.00344907135075
"201023_at",1.00723222089345
"201024_x_at",1.00352508613902
"201025_at",0.990821199209699
"201026_at",1.02733581933428
"201027_s_at",0.995968160201278
"201028_s_at",1.01128250930469
"201029_s_at",0.999989530043105
"201030_x_at",1.00142994373744
"201031_s_at",1.00215916060769
"201032_at",1.00837805034812
"201033_x_at",1.00222762224692
"201034_at",0.994468623030878
"201035_s_at",1.007299053235
"201036_s_at",0.989825168628765
"201037_at",1.00456496915996
"201038_s_at",0.988155930922948
"201039_s_at",0.977464328471344
"201040_at",0.996394234755633
"201041_s_at",1.00912601824795
"201042_at",1.04227715389959
"201043_s_at",0.936785201167017
"201044_x_at",1.00301376440439
"201045_s_at",1.00062286013562
"201046_s_at",0.964335782949656
"201047_x_at",0.997924552379806
"201048_x_at",1.01300032970324
"201049_s_at",0.998902235667882
"201050_at",1.01476185280363
"201051_at",0.984942677243844
"201052_s_at",0.981702832727165
"201053_s_at",0.988087005749763
"201054_at",1.00480417146434
"201055_s_at",0.942818838813465
"201056_at",0.994622119769934
"201057_s_at",0.988930951952117
"201058_s_at",1.02310550206135
"201059_at",1.00909185730054
"201060_x_at",1.00477849850296
"201061_s_at",0.997684920719745
"201062_at",0.990602984947679
"201063_at",1.01148905572461
"201064_s_at",0.990567907595265
"201065_s_at",0.990436945563896
"201066_at",0.992254476789381
"201067_at",1.0024883821628
"201068_s_at",0.986927390466635
"201069_at",1.05421681036562
"201070_x_at",0.990575400301427
"201071_x_at",1.00527844857188
"201072_s_at",0.990658079003929
"201073_s_at",0.990638770707958
"201074_at",0.997016312316464
"201075_s_at",0.971384814360709
"201076_at",1.0019661004752
"201077_s_at",1.00061853224727
"201078_at",0.980947139585254
"201079_at",1.02002167100601
"201080_at",1.0098321150369
"201081_s_at",0.998683991704336
"201082_s_at",0.967116200624528
"201083_s_at",0.94773560349248
"201084_s_at",0.971616143052138
"201085_s_at",1.0037884394709
"201086_x_at",1.01192909470757
"201087_at",1.01469024054647
"201088_at",0.991213799364042
"201089_at",0.99375848469255
"201090_x_at",0.998169029258618
"201091_s_at",0.987044805699571
"201092_at",0.996361336873013
"201093_x_at",0.99359843541137
"201094_at",0.996572389444088
"201095_at",1.01656965424253
"201096_s_at",1.01124976437467
"201097_s_at",1.01538943111457
"201098_at",1.01102754290213
"201099_at",0.98677708806243
"201100_s_at",0.988083660170504
"201101_s_at",0.974617062638607
"201102_s_at",1.01093002176798
"201103_x_at",1.0170063565019
"201104_x_at",1.0215321445221
"201105_at",1.00569806792187
"201106_at",1.01735756173929
"201107_s_at",1.00898423039243
"201108_s_at",1.02579288932872
"201109_s_at",1.0395590615762
"201110_s_at",1.01173568813771
"201111_at",0.988123093583159
"201112_s_at",0.971873576234012
"201113_at",0.989170860593246
"201114_x_at",1.00447680532918
"201115_at",0.976924663002383
"201116_s_at",1.04155769133443
"201117_s_at",1.08140617224742
"201118_at",0.995426217707886
"201119_s_at",0.995438456494207
"201120_s_at",0.996001567205452
"201121_s_at",1.00545694954222
"201122_x_at",1.00341209205207
"201123_s_at",0.980173970081288
"201124_at",1.02795333920959
"201125_s_at",1.0018217802145
"201126_s_at",1.02139205215441
"201127_s_at",1.01437187169828
"201128_s_at",1.00613710748393
"201129_at",1.02074613383873
"201130_s_at",0.998246742990569
"201131_s_at",1.00073087765342
"201132_at",0.984110965492015
"201133_s_at",0.956666305684603
"201134_x_at",1.0041011780088
"201135_at",1.00181860419082
"201136_at",0.994552357430182
"201137_s_at",1.01896425780821
"201138_s_at",0.995705014655426
"201139_s_at",0.998680664779281
"201140_s_at",0.964188804122155
"201141_at",1.04077949511141
"201142_at",1.00983516141725
"201143_s_at",0.997920704813354
"201144_s_at",0.997023041855505
"201145_at",0.984378880304611
"201146_at",0.999127597504327
"201147_s_at",1.02935743723463
"201148_s_at",1.01481174537879
"201149_s_at",1.03651232833881
"201150_s_at",1.05752827563065
"201151_s_at",0.917451145183243
"201152_s_at",0.978648430660143
"201153_s_at",0.981274447988224
"201154_x_at",1.00571705333203
"201155_s_at",1.00825026913706
"201156_s_at",0.953677547709137
"201157_s_at",0.991556208353651
"201158_at",0.983716451009806
"201159_s_at",0.974351825683926
"201160_s_at",1.00896627280493
"201161_s_at",1.0246789686155
"201162_at",1.03685266944147
"201163_s_at",1.03059233912319
"201164_s_at",0.995097068019731
"201165_s_at",0.993882818454655
"201166_s_at",0.987243185760907
"201167_x_at",0.952130953442897
"201168_x_at",0.975935532576023
"201169_s_at",1.00556634589516
"201170_s_at",0.974999780118728
"201171_at",0.995613745538121
"201172_x_at",1.00614606664672
"201173_x_at",1.00168156881484
"201174_s_at",1.01877846188129
"201175_at",0.989357914386671
"201176_s_at",1.00947261894703
"201177_s_at",0.999211790795809
"201178_at",0.9979384123212
"201179_s_at",0.98319968035193
"201180_s_at",0.996302688285742
"201181_at",0.994392314668574
"201182_s_at",0.983106878847099
"201183_s_at",0.97699393446366
"201184_s_at",0.979691035467273
"201185_at",1.01491877716235
"201186_at",0.987372194873406
"201187_s_at",1.017449100414
"201188_s_at",1.00723813931752
"201189_s_at",1.00936487332957
"201190_s_at",1.03426963943941
"201191_at",1.04686603178267
"201192_s_at",1.00504754840907
"201193_at",0.982242576389092
"201194_at",1.01885808317241
"201195_s_at",1.00688832154071
"201196_s_at",1.00424229272655
"201197_at",0.995809769943764
"201198_s_at",1.00612858066107
"201199_s_at",0.991937851528479
"201200_at",1.02353393585558
"201201_at",1.00622670358411
"201202_at",1.01695595939934
"201203_s_at",1.02726737592917
"201204_s_at",1.03156141755691
"201205_at",1.0289207990468
"201206_s_at",1.03372579261362
"201207_at",1.03274827169666
"201208_s_at",1.02160193264159
"201209_at",0.989118110903985
"201210_at",0.999747128754076
"201211_s_at",0.983183471536727
"201212_at",1.0312860078405
"201213_at",0.995125977211411
"201214_s_at",0.992195040019549
"201215_at",1.00782515992959
"201216_at",0.985563938270674
"201217_x_at",0.997789291607001
"201218_at",0.977631823879434
"201219_at",0.990572335125974
"201220_x_at",0.996360489040895
"201221_s_at",1.002196127281
"201222_s_at",0.973008140540479
"201223_s_at",0.987406376443022
"201224_s_at",0.983937134021325
"201225_s_at",1.00068105194873
"201226_at",1.00220540898399
"201227_s_at",0.990071689983481
"201228_s_at",0.992099864212214
"201229_s_at",0.989234240569666
"201230_s_at",1.02317732677849
"201231_s_at",0.995608617416696
"201232_s_at",0.998833129225747
"201233_at",0.988511723164189
"201234_at",1.00308988726953
"201235_s_at",0.990144280159239
"201236_s_at",1.0208534808228
"201237_at",0.98071806486851
"201238_s_at",1.00031204750697
"201239_s_at",0.990190749088483
"201240_s_at",1.00212679542931
"201241_at",0.988967861295782
"201242_s_at",0.980389954912374
"201243_s_at",0.99465739793937
"201244_s_at",1.00273825823827
"201245_s_at",0.990287147490981
"201246_s_at",0.988552667609484
"201247_at",1.01700427482699
"201248_s_at",1.00051350580537
"201249_at",1.03139456051725
"201250_s_at",1.01590792396989
"201251_at",0.989512217135387
"201252_at",1.00063656486247
"201253_s_at",1.00088002475415
"201254_x_at",1.00135082498035
"201255_x_at",1.00072458162294
"201256_at",0.99122035823414
"201257_x_at",1.00439219203213
"201258_at",1.00659422786868
"201259_s_at",0.995497495097216
"201260_s_at",0.996827433296721
"201261_x_at",1.05193027814491
"201262_s_at",1.0046835419577
"201263_at",0.99551334347928
"201264_at",0.993175168300042
"201265_at",1.01943373763396
"201266_at",1.00111762274479
"201267_s_at",0.986716796968089
"201268_at",1.00062504940313
"201269_s_at",1.00124617334119
"201270_x_at",1.00904957307853
"201271_s_at",0.987937372414079
"201272_at",1.00365681378012
"201273_s_at",0.995840370944119
"201274_at",0.999488048199825
"201275_at",1.01801748276309
"201276_at",0.988508156175257
"201277_s_at",1.00671756500011
"201278_at",1.0046770654111
"201279_s_at",1.0023593011613
"201280_s_at",1.01428447869147
"201281_at",1.00752565367495
"201282_at",0.999756107118137
"201283_s_at",0.989663747513798
"201284_s_at",1.00449606640639
"201285_at",1.00480933155128
"201286_at",0.982233671007441
"201287_s_at",0.993124299695992
"201288_at",0.955819629328655
"201289_at",1.00584013337567
"201290_at",0.992024898448828
"201291_s_at",0.98112949228669
"201292_at",0.975727889811236
"201293_x_at",1.00057016185062
"201294_s_at",1.00167619911242
"201295_s_at",0.992063461719424
"201296_s_at",0.980918292703135
"201297_s_at",0.992792643633191
"201298_s_at",0.982898802282598
"201299_s_at",0.980353883851358
"201300_s_at",1.01841455872877
"201301_s_at",1.03107184026817
"201302_at",1.05607285681242
"201303_at",1.01296115722996
"201304_at",0.971480085725594
"201305_x_at",0.992193412560956
"201306_s_at",0.995783334247716
"201307_at",1.01560192254458
"201308_s_at",0.94773042901089
"201309_x_at",1.01219081405959
"201310_s_at",1.00287864224891
"201311_s_at",1.02240458505093
"201312_s_at",1.04462323870543
"201313_at",1.00057340639304
"201314_at",1.00032674568221
"201315_x_at",1.0208526486744
"201316_at",0.995373142456758
"201317_s_at",0.990351908913951
"201318_s_at",1.0147040785276
"201319_at",1.01517568138829
"201320_at",0.987297628172012
"201321_s_at",0.937549387496721
"201322_at",0.98852901126228
"201323_at",1.00827705741013
"201324_at",1.04177841960534
"201325_s_at",1.03471520908212
"201326_at",0.991418526255134
"201327_s_at",0.993266626602677
"201328_at",1.00391817035201
"201329_s_at",1.0167704297027
"201330_at",1.01540198038907
"201331_s_at",0.999252591497722
"201332_s_at",0.99905225844997
"201333_s_at",0.997338531075134
"201334_s_at",0.997626902124211
"201335_s_at",1.00285859753594
"201336_at",1.01741894595349
"201337_s_at",0.994292142702779
"201338_x_at",0.993226718064065
"201339_s_at",1.01389649218165
"201340_s_at",1.0301386878503
"201341_at",1.01777403588432
"201342_at",0.989551574375183
"201343_at",0.983130771692391
"201344_at",1.01384415969462
"201345_s_at",0.996072910374559
"201346_at",1.01132327844622
"201347_x_at",1.00194812230812
"201348_at",1.01827062155866
"201349_at",1.01252411396232
"201350_at",0.995301967101244
"201351_s_at",0.995119979867834
"201352_at",1.00353676994275
"201353_s_at",0.96952529556483
"201354_s_at",0.985606971162788
"201355_s_at",1.00665608087037
"201356_at",0.998766147437549
"201357_s_at",0.984656457191853
"201358_s_at",0.991443637872299
"201359_at",1.00453726369811
"201360_at",1.01235380256649
"201361_at",1.00575005828933
"201362_at",1.05757661037386
"201363_s_at",1.02556176846705
"201364_s_at",0.973822511720649
"201365_at",0.953068659098436
"201366_at",0.996028020242105
"201367_s_at",0.953865607852755
"201368_at",0.984238087143308
"201369_s_at",0.954155990974617
"201370_s_at",0.985048640316882
"201371_s_at",0.995893538975798
"201372_s_at",1.0204105948479
"201373_at",1.01918845761767
"201374_x_at",0.960869437165078
"201375_s_at",0.99803650111088
"201376_s_at",1.01421943979702
"201377_at",0.990579256849607
"201378_s_at",0.988827896221072
"201379_s_at",0.996514595794744
"201380_at",0.988778884203517
"201381_x_at",0.981574838172816
"201382_at",0.996963819192807
"201383_s_at",0.991856554344577
"201384_s_at",0.970797988902539
"201385_at",1.00261748133564
"201386_s_at",0.984669693992841
"201387_s_at",0.991998163863648
"201388_at",0.983536861778621
"201389_at",1.01913299824386
"201390_s_at",1.00102427383859
